Date,Day,Time,Category,Item,Qty,Payment Method,Total Sales,Gross Sales,Net Sales,Tax,,,,,,Notes,Token,Transaction ID,Payment ID,Details
Jul-3-23,-Monday-,2:45:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,Ri3CvkIxOI8iAGFuLL3JXsoeV,56lZ3sy5IXPL4G1UOtWWHdP6uaB,https://app.squareup.com/dashboard/sales/transactions/Ri3CvkIxOI8iAGFuLL3JXsoeV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,2:48:pm,Admission,Admission ADULT,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,xoGs7kV4Ha1jPQlw2HUZIeoeV,9MJpaLh50wwRhfbU6uwEj1nTuaB,https://app.squareup.com/dashboard/sales/transactions/xoGs7kV4Ha1jPQlw2HUZIeoeV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,2:59:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,ZUAFgCCEkTLonEXVWOnRcF6eV,DL58J81qAJ1G95sia0YHHkoCuaB,https://app.squareup.com/dashboard/sales/transactions/ZUAFgCCEkTLonEXVWOnRcF6eV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:02:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,vlD9cQc63TAsx3CobRUKVzieV,1GWChCFg5NzloDQcko6e2IlCwaB,https://app.squareup.com/dashboard/sales/transactions/vlD9cQc63TAsx3CobRUKVzieV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:21:pm,Admission,Admission ADULT,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,LNEXEYBY3hZnLxruncu5yfoeV,NMNDD6KZolHMUvemRZRCSN7QuaB,https://app.squareup.com/dashboard/sales/transactions/LNEXEYBY3hZnLxruncu5yfoeV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:24:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,X7am7EjlVR3W4Lvu6MCjEI7eV,PDcppYmQoOLdzDC7pt6dioz9uaB,https://app.squareup.com/dashboard/sales/transactions/X7am7EjlVR3W4Lvu6MCjEI7eV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:25:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,nXmbhcCb6JVQgF6Q58j5JX2eV,zRWPXZSqJT4K2qmemrJcBD03vaB,https://app.squareup.com/dashboard/sales/transactions/nXmbhcCb6JVQgF6Q58j5JX2eV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:28:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,D1AWuM6CvZxl4F3N7EvQNDpeV,lQrSyQBjj3z9sSJnf0ZziB5avaB,https://app.squareup.com/dashboard/sales/transactions/D1AWuM6CvZxl4F3N7EvQNDpeV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:42:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,pmBpbCo9tpFjCGeNSSStC9seV,Vu2YpZ7xNW66Kyk9GWPIlh4cvaB,https://app.squareup.com/dashboard/sales/transactions/pmBpbCo9tpFjCGeNSSStC9seV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:42:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,pmBpbCo9tpFjCGeNSSStC9seV,Vu2YpZ7xNW66Kyk9GWPIlh4cvaB,https://app.squareup.com/dashboard/sales/transactions/pmBpbCo9tpFjCGeNSSStC9seV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,3:43:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,Dd8iS2t9KkdeXLBcKl0EwwoeV,7PRo89iDJLv3ZW6uC0jQMkyluaB,https://app.squareup.com/dashboard/sales/transactions/Dd8iS2t9KkdeXLBcKl0EwwoeV/by-unit/LK5YHD455SWY6
Jul-3-23,-Monday-,4:54:pm,None,Custom Amount,1,Card,,$20.00,$20.00,$0.00,,,,,,,,h0sOHNHXWiuCdSk7BNFkUdyeV,THJhaUun8pv293eqmxQ8TK8ovaB,https://app.squareup.com/dashboard/sales/transactions/h0sOHNHXWiuCdSk7BNFkUdyeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,10:24:am,Admission,Admission Child,2,Cash,$11.20,$10.00,$10.00,$1.20,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,VOGNU1nDFRa4MT3DZBsHUezeV,RQEgEMzHvJ5237pRYvjtDku3uaB,https://app.squareup.com/dashboard/sales/transactions/VOGNU1nDFRa4MT3DZBsHUezeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,10:24:am,Admission,Admission ADULT,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,VOGNU1nDFRa4MT3DZBsHUezeV,RQEgEMzHvJ5237pRYvjtDku3uaB,https://app.squareup.com/dashboard/sales/transactions/VOGNU1nDFRa4MT3DZBsHUezeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,10:59:am,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,BkUihwk2GGMQPzebdrLYMNkeV,xYuPAgPkZyy1aMX7mtCIIvACwaB,https://app.squareup.com/dashboard/sales/transactions/BkUihwk2GGMQPzebdrLYMNkeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,10:59:am,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,BkUihwk2GGMQPzebdrLYMNkeV,xYuPAgPkZyy1aMX7mtCIIvACwaB,https://app.squareup.com/dashboard/sales/transactions/BkUihwk2GGMQPzebdrLYMNkeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,11:15:am,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,XR1kuagvPK87cxBILqUMgdpeV,z1GetYSJqt8e6LqNikjMct1luaB,https://app.squareup.com/dashboard/sales/transactions/XR1kuagvPK87cxBILqUMgdpeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,11:17:am,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,9ace4AKkCiepbJZLGh90u01eV,pIEZm6icgJHbBBew4NOWpH9fvaB,https://app.squareup.com/dashboard/sales/transactions/9ace4AKkCiepbJZLGh90u01eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,11:34:am,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,ROHByxqGSMRqR0MuEs9z7nAfV,tO6nUgMD5L2o9dCeeCuEG5h5vaB,https://app.squareup.com/dashboard/sales/transactions/ROHByxqGSMRqR0MuEs9z7nAfV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:04:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,RkmboazTap882R5qWB2PXL6eV,FcrTAHKbX6C7NfW1D62G2lx9vaB,https://app.squareup.com/dashboard/sales/transactions/RkmboazTap882R5qWB2PXL6eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:05:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,jrHqNvjOr5x71dEnMbpH8w9eV,xgAELAayIRaYSGM1C6aumJJYuaB,https://app.squareup.com/dashboard/sales/transactions/jrHqNvjOr5x71dEnMbpH8w9eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:12:pm,Admission,Admission ADULT,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Vg9O76HLU01RpzvDhaq1DnkeV,TZyNk26hPEJIzrH2DSdQMNJguaB,https://app.squareup.com/dashboard/sales/transactions/Vg9O76HLU01RpzvDhaq1DnkeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:13:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,TPVSblqKxPUWis1X1IRChdAfV,b77iAqESS3gUhqhJn07SxSycuaB,https://app.squareup.com/dashboard/sales/transactions/TPVSblqKxPUWis1X1IRChdAfV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:13:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,r9UB1KlBJ8fGLwEYGRrUgP2eV,hkiIMVlB8TMpn0BpLj5yz7otvaB,https://app.squareup.com/dashboard/sales/transactions/r9UB1KlBJ8fGLwEYGRrUgP2eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:16:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,r7hCGoDm98PzQ8APKKbdtKueV,rVeJPn8dHZm95mtnW50RqOgrvaB,https://app.squareup.com/dashboard/sales/transactions/r7hCGoDm98PzQ8APKKbdtKueV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,12:37:pm,Admission,Admission Child,3,Card,$16.80,$15.00,$15.00,$1.80,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,dcHXm5ikUoao8QnRunMxqI0eV,d0Ty9m6oenCJoVSV3aUil1xVvaB,https://app.squareup.com/dashboard/sales/transactions/dcHXm5ikUoao8QnRunMxqI0eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,1:22:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,1cVlCsR2UPP6BJ0ulZ1dzRveV,xsiW5SA0aKO590vL71ltVUOcuaB,https://app.squareup.com/dashboard/sales/transactions/1cVlCsR2UPP6BJ0ulZ1dzRveV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,1:45:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,BMAwq8Mx59cyFVUW8d4BMA2eV,xcgvm5TKcXeglqbb0ObGe51rvaB,https://app.squareup.com/dashboard/sales/transactions/BMAwq8Mx59cyFVUW8d4BMA2eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,2:02:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,1CaG6M0YsNe09tal6wHgRVweV,j3lhwGXkvQyDUimfDTwCPRysvaB,https://app.squareup.com/dashboard/sales/transactions/1CaG6M0YsNe09tal6wHgRVweV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,2:06:pm,Admission,Admission ADULT,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,DJ0lB3YCrsvx3XDvTOYC3U2eV,1KavVjKCdARuol60bCnloLGFvaB,https://app.squareup.com/dashboard/sales/transactions/DJ0lB3YCrsvx3XDvTOYC3U2eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,2:35:pm,Admission,Admission Child,2,Card,$11.20,$10.00,$10.00,$1.20,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,DTFRCiUKg003drk0UzHO4A9eV,L1YWpLHhzizk6E0Tg8knrgH3vaB,https://app.squareup.com/dashboard/sales/transactions/DTFRCiUKg003drk0UzHO4A9eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,2:35:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,DTFRCiUKg003drk0UzHO4A9eV,L1YWpLHhzizk6E0Tg8knrgH3vaB,https://app.squareup.com/dashboard/sales/transactions/DTFRCiUKg003drk0UzHO4A9eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:04:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,7N6ujs2uQMSLJ7AOBpPsivmeV,h2buNqjdnGv0ypNOMEHkqaIXuaB,https://app.squareup.com/dashboard/sales/transactions/7N6ujs2uQMSLJ7AOBpPsivmeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:04:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,7N6ujs2uQMSLJ7AOBpPsivmeV,h2buNqjdnGv0ypNOMEHkqaIXuaB,https://app.squareup.com/dashboard/sales/transactions/7N6ujs2uQMSLJ7AOBpPsivmeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:05:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,FGWNYLWmHjlAqA5tRXPTW56eV,Trx2XyjJy60kTjfXahPjNAORvaB,https://app.squareup.com/dashboard/sales/transactions/FGWNYLWmHjlAqA5tRXPTW56eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:05:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,FGWNYLWmHjlAqA5tRXPTW56eV,Trx2XyjJy60kTjfXahPjNAORvaB,https://app.squareup.com/dashboard/sales/transactions/FGWNYLWmHjlAqA5tRXPTW56eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:10:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,FSstY1W0Lh5c26p8BgQrzlmeV,pk4EMZlTJOdjCPoB2U4MBNz5taB,https://app.squareup.com/dashboard/sales/transactions/FSstY1W0Lh5c26p8BgQrzlmeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:34:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,b5A4Y3tWJltn3QLfwlMNyO8eV,l60Y4ktNYbwuhXQrboxUtVfevaB,https://app.squareup.com/dashboard/sales/transactions/b5A4Y3tWJltn3QLfwlMNyO8eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:43:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,zzdfYup0CUJPw20L35JETP3eV,rhYzxmFhdk36DylOQJMnRt0ruaB,https://app.squareup.com/dashboard/sales/transactions/zzdfYup0CUJPw20L35JETP3eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:59:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,nlvSG5k94LFLaoidPMIRCozeV,bXRiKeBOC9yMlE7ajmkLwJFhuaB,https://app.squareup.com/dashboard/sales/transactions/nlvSG5k94LFLaoidPMIRCozeV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,3:59:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,5g2BKNXFSkUCIdRUOqi0Qb7eV,hm70Yj1YQAv3IZlZ6Sl1DD00uaB,https://app.squareup.com/dashboard/sales/transactions/5g2BKNXFSkUCIdRUOqi0Qb7eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,4:25:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,DNkobT9YZIGlfZOnDnkz662eV,RqrFYeQl0BUW7FTUb4zzU17fvaB,https://app.squareup.com/dashboard/sales/transactions/DNkobT9YZIGlfZOnDnkz662eV/by-unit/LK5YHD455SWY6
Jul-6-23,-Thursday-,4:25:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,DNkobT9YZIGlfZOnDnkz662eV,RqrFYeQl0BUW7FTUb4zzU17fvaB,https://app.squareup.com/dashboard/sales/transactions/DNkobT9YZIGlfZOnDnkz662eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,11:35:am,Gift Shop,Zipper pulls,1,Card,,$6.00,$6.00,$0.72,,,,,,,7V3N2BC7CEY4Y3YHTMVKCKDL,TxuuNEaO3UQvBc6SMs5RjQ4eV,T3jeoIgttWwWPdhEXFfomcBUvaB,https://app.squareup.com/dashboard/sales/transactions/TxuuNEaO3UQvBc6SMs5RjQ4eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,12:10:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,rNKKgzHh2YYOCcKVhigCchueV,pEuni2adlerS4JCL5900RZaevaB,https://app.squareup.com/dashboard/sales/transactions/rNKKgzHh2YYOCcKVhigCchueV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,12:35:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,3ddzBRyRqK6hB6hANPWMfG5eV,zzf9K6oVm960teE7IZjnNCyFuaB,https://app.squareup.com/dashboard/sales/transactions/3ddzBRyRqK6hB6hANPWMfG5eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,12:53:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,B84MIKhTxOcgTYNZrLeElJ6eV,ZijC7s8ELLlia0CzrDHlBZgluaB,https://app.squareup.com/dashboard/sales/transactions/B84MIKhTxOcgTYNZrLeElJ6eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,1:26:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,dyGVCA7HqqefqpKIRvNpZnteV,L3DN6h22TbDbBAnyA5YYiwXfuaB,https://app.squareup.com/dashboard/sales/transactions/dyGVCA7HqqefqpKIRvNpZnteV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,1:33:pm,Admission,Admission Child,3,Card,$16.80,$15.00,$15.00,$1.80,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,7n9DIYiDH6MBCPCf2vro0pjeV,v3ORPTTtLnA1ORAtGRT0RGkpvaB,https://app.squareup.com/dashboard/sales/transactions/7n9DIYiDH6MBCPCf2vro0pjeV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,1:49:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,zjzkZVrULBQUFZqUTqTkaEAfV,7nLNrBOL0lT0KmFopMBh1BIyuaB,https://app.squareup.com/dashboard/sales/transactions/zjzkZVrULBQUFZqUTqTkaEAfV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,2:27:pm,Admission,Admission ADULT,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,PzeNbpkgZb5dlmfjbjk3cR7eV,5SrWtnKgW51g4bl1fEHa7CQxvaB,https://app.squareup.com/dashboard/sales/transactions/PzeNbpkgZb5dlmfjbjk3cR7eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,2:56:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,hssIBOCardTC1HI1CPys9WmeV,DnviMZtQtDFHsUL8ZhyzQP8DvaB,https://app.squareup.com/dashboard/sales/transactions/hssIBOCardTC1HI1CPys9WmeV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,3:33:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,TXJIIsgJzuJX52v1imX0Uy9eV,9ekSKVy2NX5duWqc9WTrH73BwaB,https://app.squareup.com/dashboard/sales/transactions/TXJIIsgJzuJX52v1imX0Uy9eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,3:37:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,TZOWsbip98acbmRMGM6uP3weV,TZosuicAhad7b8HGOloRXHI5vaB,https://app.squareup.com/dashboard/sales/transactions/TZOWsbip98acbmRMGM6uP3weV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,3:58:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,DHvXNgOYaGTNlw6J3XoJJWqeV,PhByUGipoWXL1IzTu7jK5Ak1uaB,https://app.squareup.com/dashboard/sales/transactions/DHvXNgOYaGTNlw6J3XoJJWqeV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,4:14:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,VUhNCrXbM2X8GXwLZ2zgWqjeV,7NsMH9GOn1gE6lTQc021SY2jvaB,https://app.squareup.com/dashboard/sales/transactions/VUhNCrXbM2X8GXwLZ2zgWqjeV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,4:38:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,x0aLtjnckmh3gbET1YFIrp2eV,hydULcriwRaVfEhG9XbNDQQxuaB,https://app.squareup.com/dashboard/sales/transactions/x0aLtjnckmh3gbET1YFIrp2eV/by-unit/LK5YHD455SWY6
Jul-7-23,-Friday-,5:00:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,5QuFgpcnK3go8j3qIQUMBRoeV,5cskbGkzXRxRcw6rJJxGkLl3uaB,https://app.squareup.com/dashboard/sales/transactions/5QuFgpcnK3go8j3qIQUMBRoeV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,10:35:am,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,brnLYsxGoIxAilveP0J3jI0eV,NeuVEjx9QZjofJyDa1NEUFtSuaB,https://app.squareup.com/dashboard/sales/transactions/brnLYsxGoIxAilveP0J3jI0eV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,11:01:am,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,jR6gIlYEaLjf9mS4o5pPdVheV,L35CB2odqF414qUyxH4WpWvnvaB,https://app.squareup.com/dashboard/sales/transactions/jR6gIlYEaLjf9mS4o5pPdVheV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,11:10:am,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,5QgUxqh8QVwhSWsZXg9k5hueV,rpQzeBeagnzb2L4X2gbQVaC9taB,https://app.squareup.com/dashboard/sales/transactions/5QgUxqh8QVwhSWsZXg9k5hueV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,11:32:am,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,bLLBKEmV4GYMf59ti4Z9UYveV,RmR5UI02KRnMN6v1koiIvn6mvaB,https://app.squareup.com/dashboard/sales/transactions/bLLBKEmV4GYMf59ti4Z9UYveV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,12:05:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,FMpLd2zsfDSNE6qxzwBb3DkeV,VquPIYytvGqUsmAVlxBmaWWruaB,https://app.squareup.com/dashboard/sales/transactions/FMpLd2zsfDSNE6qxzwBb3DkeV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,12:22:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,VwHBS3UAxvUAAhrwBOXhD29eV,j3PoLd0hnFKjFVzashXtlb5uuaB,https://app.squareup.com/dashboard/sales/transactions/VwHBS3UAxvUAAhrwBOXhD29eV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,12:22:pm,Gift Shop,Shell Magnet/trinket,1,Card,,$6.00,$6.00,$0.72,,,,,,,30f2856d-a420-4af9-8c7b-d0c590c83500,VwHBS3UAxvUAAhrwBOXhD29eV,j3PoLd0hnFKjFVzashXtlb5uuaB,https://app.squareup.com/dashboard/sales/transactions/VwHBS3UAxvUAAhrwBOXhD29eV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,12:22:pm,Gift Shop,Sticker - NCECS,1,Card,,$4.00,$4.00,$0.48,,,,,,,cc7e6273-ee46-4af1-9ab4-18c8df019804,VwHBS3UAxvUAAhrwBOXhD29eV,j3PoLd0hnFKjFVzashXtlb5uuaB,https://app.squareup.com/dashboard/sales/transactions/VwHBS3UAxvUAAhrwBOXhD29eV/by-unit/LK5YHD455SWY6
Jul-8-23,-Saturday-,12:22:pm,Gift Shop,Shirts,1,Card,,$30.00,$30.00,$3.60,,,,,,,IGJEOUUCHBT6A7NMELUUNIEL,VwHBS3UAxvUAAhrwBOXhD29eV,j3PoLd0hnFKjFVzashXtlb5uuaB,https://app.squareup.com/dashboard/sales/transactions/VwHBS3UAxvUAAhrwBOXhD29eV/by-unit/LK5YHD455SWY6
